Report Submission Source,Multiple Rows per Incident,Report Number,Carrier/Reporter Name,Incident Route,Incident City,Incident State,Date of Incident,Time of Incident,Quantity Released,Unit of Measure,Identification Number,Commodity Long Name,Hazardous Class,Total Hazmat Fatalities,Total Hazmat Hosp Injuries,Total Hazmat NonHosp Injuries,Total Amount of Damages,Shipper Name,Origin City,Origin State,Mode of Transportation,Identification Markings,Cont1 Material of Construction,Cont1 Packaging Type,Cont1 Package Capacity,Cont1 Package Capacity UOM,Cont1 Pkg Number in Shipment,Cont1 Pkg Shipment Nbr Failed,Cont2 Material of Construction,Cont2 Package Type,Cont2 Package Capacity,Cont2 Capacity UOM Reported,Cont2 Pkg Number in Shipment,Cont2 Pkg Shipment Nbr Failed,What Failed Description,How Failed Description,Failure Cause Description,Description of Events,HMIS Serious Incident Ind,HMIS Serious Bulk Release,HMIS Serious Evacuations,HMIS Serious Fatality,HMIS Serious Flight Plan,HMIS Serious Injury,HMIS Serious Major Artery,HMIS Serious Marine Pollutant,HMIS Serious Radioactive
Paper,No,I-1989020461,GRIFFITH CONSUMERS CO,,WASHINGTON,DC,02/10/1989,,20,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,GRIFFITH CONSUMERS CO,CHEVERLY,MARYLAND,Highway,,,,9200,LGA,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,Yes,I-2003121362,EASTERN ISOTOPES INC,3509 M STREET - KEY BRIDGE,WASHINGTON,DC,11/10/2003,0630,0.01,CI,UN2915,RADIOACTIVE MATERIAL  TYPE A PACKAGE NON-SPECIAL FORM  NON FISSILE OR FISSILE-EXCEPTED,RADIOACTIVE MATERIAL,0,0,0,500,EASTERN ISOTOPES  INC.,STERLING,VIRGINIA,Highway,,,,0.01,CI,1,1,,,,,,,Closure (e.g.  Cap  Top  or Plug); ,Crushed; ,Improper Preparation for Transportation; Inadequate Blocking and Bracing,(A) CAN A F-18 DISLODGED FROM TRUNK OF CAR ON KEY BRIDGE.  CAN A F-18 BIT BY TRAFFIC  COLLAPSING AMMO CAN AND SHATTERING SYRINGE.  CAN A - F-18 CONTAMINATION ON BRIDGE CURB.   (B) CAN B TC99M DISLODGED FROM TRUNK OF CAR AFTER TURNING ONTO M STRET GEORGETOWN.  CAN B TC99M LID POPPED OFF AND WHILE PIGGS CAME OUT.  ONE PIG BROKEN BY TRAFFIC - SYRINGE SHATTERED.  CAN B TC99M CONTAMINATION ON M STREET CURB 3509 M STREET. JK RECOVERED SHATTERED PLASTIC SYRINGE/PIGGS ON BRIDGE AND M STREET.  BRIDGE RESIDUAL AT BACKGROUND WAS MEASURED.  M STREET RESIDUE AT 5000 CPMS.,No,No,No,No,No,No,No,No,No
Paper,No,I-2003030505,GRIFFITH ENERGY SERVICES  INC.,1001 16TH STREET NW,WASHINGTON,DC,01/27/2003,1420,50,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,11350,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,4200,LGA,1,1,,,,,,,,,,DURING DELIVERY  AN OUTAGE OCCURRED WHICH WAS CONTAINED  CLEANED UP AND PROPERLY DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-1997121217,GRIFFITH ENERGY SERVICES  INC.,4516 15TH STREET NW,WASHINGTON,DC,12/18/1997,1130,3,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,303,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,2800,LGA,1,1,,,,,,,,,,DRIVER OVER FILLED TANK CAUSING ABOUT 3 GALLONS OF OIL TO COME OUT VENT. THE SPILL WAS CLEANED UP AND THE MATERIALS WERE PROPERLY DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-1978120739,AMERICAN AIRLINES  INC.,,WASHINGTON,DC,12/20/1978,,0,,UN1198,FORMALDEHYDE SOLUTION (FLASH POINT NOT MORE THAN 141 DEG F.; IN CONTAINERS OF 110 GALLONS OR LESS),MISCELLANEOUS HAZARDOUS MATERIAL,0,0,0,0,INDIVIDUAL - NOT A COMPANY,FALLS CHURCH,VIRGINIA,Air,,,,5,SLB,14,1,,,,,14,2,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1973080350,GULF OIL CORP,,WASHINGTON,DC,08/08/1973,,0,,UN1203,GASOLINE INCLUDES GASOLINE MIXED WITH ETHYL ALCOHOL  WITH NOT MORE THAN 10% ALCOHOL,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,GULF SHORES ENVIRONMENTAL LLC,FAIRFAX,VIRGINIA,Highway,,,,0,LGA,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1995121111,GRIFFITH ENERGY SERVICES  INC.,,WASHINGTON,DC,12/22/1995,0600,2,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,52,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,4500,LGA,1,1,,,,,,,,,,DRIVER WAS FILLING TANK AND A SMALL AMOUNT OF OIL CAME OUT OF THE VENT. SPILL WAS CLEANED UP.  TANK SIZE WAS MARKED WRONG ON DELIVERY TICKET.,No,No,No,No,No,No,No,No,No
Paper,No,I-1978120435,MC LEAN TRUCKING COMPANY,,WASHINGTON,DC,12/07/1978,,2,LGA,UN2031,NITRIC ACID OTHER THAN RED FUMING  WITH AT LEAST 65 PERCENT  BUT NOT MORE THAN 70 PERCENT NITRIC ACID,CORROSIVE MATERIAL,0,0,0,0,CURTIN MATHESON SCIENTIFIC,UNKNOWN,ILLINOIS,Highway,,,,6,LGA,1,1,,,1,LGA,6,2,,,Inadequate Blocking and Bracing,,No,No,No,No,No,No,No,No,No
Paper,No,I-1987090287,YELLOW FREIGHT SYSTEM INC,,WASHINGTON,DC,08/24/1987,,0.0630,LGA,UN1814,POTASSIUM HYDROXIDE  SOLUTION,CORROSIVE MATERIAL,0,0,0,0,NCR CORP,UNKNOWN,CALIFORNIA,Highway,,,,6,LGA,16,1,,,1,LGA,96,1,,,Loose Closure  Component  or Device,,No,No,No,No,No,No,No,No,No
Paper,No,I-1985020331,BALTIMORE TANK LINES INC,,WASHINGTON,DC,02/14/1985,,80,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,7200,LGA,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1984060100,AMERICAN AIRLINES  INC.,,WASHINGTON,DC,06/05/1984,,0,,N/A,HAND SIGNAL DEVICE,EXPLOSIVES  CLASS C,0,0,1,0,INDIVIDUAL - NOT A COMPANY,HAYMARKET,VIRGINIA,Air,,,,,,1,1,,,,,,,,,,PASSENGER CHECKED BAG FOR FLIGHT 277.  WHILE EMPLOYEE ATTEMPTED TO LOAD BAG INTO POD AN UNKNOWN OBJECT FELL OUT OF THE BAG.  EMPLOYEE RETRIEVED THE OB JECT AND AS HE WAS REPLACING IT IS THE BAG THE OBJECT EXPLODED IN HIS HAND CAUSING CUT ON MIDDLE FINGER LEFT HAND.  TWENTY MINUTES AFTER INCIDENT THE FAA AND FBE DETERMINE THAT THE OBJECT WAS A FLARE GUN SIMILAR IN APPEARANCE TO A TEAR GAS PEN AND NO FURTHER DANGER EXISTED.  PASSENGER TAKEN INTO CUS TODY FOR QUESTIONING BY THE FBI AND RELEASED AFTER DETERMINING NO EXTENT OF A WRONGFUL ACT.  FURTHER INVESTIGATION BY THE FBI & FAA IS IN PROGRESS.  T HIS REPORT IS IN COMPLIANCE WITH 49 CFR PART 175.45(C).,No,No,No,No,No,No,No,No,No
XML,Yes,X-2016050789,CSX TRANSPORTATION  INC.,,WASHINGTON,DC,05/01/2016,0645,729,LGA,UN1824,SODIUM HYDROXIDE  SOLUTION,CORROSIVE MATERIAL,0,0,0,3251000,AXIALL CORPORATION,NEW MARTINSVILLE,WEST VIRGINIA,Rail,111A100W1,,,16400,LGA,1,1,,,,,,,Bottom Outlet Valve,Leaked,Derailment,On Sunday May 1  2016 CSX train Q40130 was traveling through the QN Tower at approximately 06:45  the train went into emergency. The conductor discovered a general pile up of cars 77 thru line 90. UTLX 630894 a loaded tank car of Sodium Hydroxide solution was discovered to be on its side with product spilling from the bottom outlet valve that was opened and broken during the derailment. After the car was trans loaded into another car it was determined to have lost 729 gallons of product.,Yes,Yes,No,No,No,No,Yes,No,No
Paper,No,I-1977090294,YELLOW FREIGHT SYSTEM INC,,WASHINGTON,DC,08/17/1977,,0,,NA1142,COMPOUND  LACQUER  PAINT  OR VARNISH  REMOVING  REDUCING  OR THINNING  LIQUID,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,STERLING LACQUER MANUFACTURING COMPANY,UNKNOWN,MISSOURI,Highway,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1992030533,WILMINGTON TANK LINES INC,2244 10TH ST NW,WASHINGTON,DC,01/02/1992,1400,200,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,7600,NAUGHTON ENERGY CORPORATION,BALTIMORE,MARYLAND,Highway,,,,5000,LGA,1,1,,,,,,,Auxiliary Valve; Piping or Fittings,; ,Overfilled; ,HOWARD UNIVERSITY ORDERED 940 GALS #4 FUEL OIL.  PAUL MCNULTY DRIVER TRUCK #35 LOADED AT APEX  BALTIMORE #099565 901 GALS @1300 HRS.  DRIVER STUCK HOWARD UNIVERSITY'S TANK AT 70  AFTER DELIVERING 733 GALLONS-TANK OVERFLOWED THRU THE DEFECTIVE STICK LINE INTO THE BASEMENT OF THE BUILDING.,Yes,Yes,No,No,No,No,No,No,No
Paper,No,I-1991110260,GRIFFITH ENERGY SERVICES  INC.,3401 NEBRASKA AVE,WASHINGTON,DC,10/25/1991,,5,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,40,GRIFFITH CONSUMERS COMPANY  INC,CHEVERLY,MARYLAND,Highway,,,,4500,LGA,1,1,,,,,,,,,,AS DRIVER WAS FILLING TANK OIL LEAKED OUT OF A BAD VENT.  VENT TO BE REPLACED BEFORE OIL DELIVERIES TO BE RESUMED.,No,No,No,No,No,No,No,No,No
Paper,No,I-1978070603,MATLACK INC,,WASHINGTON,DC,07/06/1978,,25,LGA,UN1223,KEROSENE,COMBUSTIBLE LIQUID,0,0,0,0,GULF SHORES ENVIRONMENTAL LLC,FAIRFAX,VIRGINIA,Highway,,,,8500,LGA,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1977100398,PRESTON TRUCKING COMPANY  INC.,,WASHINGTON,DC,08/05/1977,,0,,NA1760,COMPOUNDS  CLEANING LIQUID,CORROSIVE MATERIAL,0,0,0,0,CHEMIDYNE CORP,MACEDONIA,OHIO,Highway,,,,55,LGA,7,2,,,,,,,,,Inadequate Blocking and Bracing,,No,No,No,No,No,No,No,No,No
Web,No,E-2011030099,GRIFFITH ENERGY SERVICES  INC.,1623 13TH ST  NW,WASHINGTON DC,DC,05/28/2010,1930,1,LGA,NA1993,FUEL OIL  DIESEL,COMBUSTIBLE LIQUID,0,0,0,0,GRIFFITH ENERGY SERVICES  INC.,HYATTSVILLE,MARYLAND,Highway,,Metal,IBC,3000,LGA,1,1,,,,,,,Fill Hole,Leaked,Overfilled,DRIVER MADE DELIVERY TO CUSTOMER ACCOUNT AND OVERFILL OCCURRED RESULTING IN 1 GALLON OF OIL TO SPILL ON GROUND. DRIVER CALLED SERVICE WHO RESONDED TO SITE AND USED SORBENT MATERIALS TO PROPERLY CLEAN  CONTAIN AND DISPOSE OF OIL SPILL.,No,No,No,No,No,No,No,No,No
Paper,No,I-1990110629,GRIFFITH ENERGY SERVICES  INC.,4036 8TH ST NE,WASHINGTON,DC,11/19/1990,1415,110,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,1125,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,2800,LGA,1,1,,,,,,,Auxiliary Valve; Piping or Fittings,; ,Overfilled; Loose Closure  Component  or Device,DRIVER MADE DELIVERY TO A BASEMENT 275 GALLON STORAGE TANK.  PLUG HAD BEEN REMOVED FROM TOP OF TANK.  WHISTLE ALARM NEVER SOUNDED ON TANK TO ALERT DRIVER THAT TANK WAS FULL.  TANK WAS OVERFILLED.  DRIVER HAD BEEN INSTRUCTED NEVER TO FILL A TANK WITHOUT AN OPERATING VENT ALARM.,No,No,No,No,No,No,No,No,No
Web,No,E-2008110041,GRIFFITH ENERGY SERVICES  INC.,550 C STREET,WASHINGTON,DC,08/21/2008,1400,70,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,12070,GRIFFITH ENERGY SERVICES  INC.,HYATTSVILLE,MARYLAND,Highway,,Metal,IBC,550,LGA,1,1,,,,,,,Vent,Leaked,Overfilled,DRIVER WAS MAKING DELIVERY FROM REMOTE FILL TO GENERATOR TANK AND DUE TO MALFUNCTION IN VENTIGN SYSTEM OVERFILL OCCURRED CAUSING 70 GALLONS OF OIL TO SPILL INTO CONTAINMENT. PROFESSIONAL REMEDIATION COMPANY WAS CONTACTED AND OIL SPILL WAS PROPERLY CLEANED  CONTAINED AND DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-1990040595,GRIFFITH ENERGY SERVICES  INC.,319 9TH ST SE,WASHINGTON,DC,04/19/1990,1100,1,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,11,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,2200,LGA,1,1,,,,,,,Chime; Vent,; ,Overfilled; Over-pressurized,WHISTLE ALARM ON VENT DID NOT OPERATE AT THIS LOCATION. DRIVER STOPPED DELI VERY WHEN AIR CEASED TO COME OUT OF VENT. OIL IN VENT PIPE SPRAYED OUT OF V ENT. WHISTLE ALARM SHOULD BE REPLACED BY CUSTOMER WHO WAS NOTIFIED.,No,No,No,No,No,No,No,No,No
Paper,No,I-1991070041,MATLACK (DE)  INC.,1535 KENILWORTH AVE,WASHINGTON,DC,06/10/1991,1700,20,LGA,UN1203,GASOLINE INCLUDES GASOLINE MIXED WITH ETHYL ALCOHOL  WITH NOT MORE THAN 10% ALCOHOL,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,525,AMOCO CHEMICAL CORP,FAIRFAX,VIRGINIA,Highway,,,,9200,LGA,1,1,,,,,,,,,,DRIVER HAD PRODUCT DISCHARGE HOSE STRETCHED AND IT CAME LOOSE FROM STORAGE TANK CONNECTION.  CLEAN-UP OF SPILL HANDLED BY THE CITY FIRE DEPT.,No,No,No,No,No,No,No,No,No
Paper,No,I-1984120025,ENTERPRISE FUEL CO,,WASHINGTON,DC,11/14/1984,,20,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,ENTERPRISE FUEL CO,BALTIMORE,MARYLAND,Highway,,,,,,1,1,,,,,,,Hose; Loading or Unloading Lines,Burst or Ruptured; ,; ,,No,No,No,No,No,No,No,No,No
Paper,No,I-2002010622,GRIFFITH ENERGY SERVICES  INC.,644 SOUTH CAROLINA AVE SE,WASHINGTON,DC,11/15/2001,1125,1,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,26,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,2800,LGA,1,1,,,,,,,,,,WHILE MAKING A DELIVERY AND OUTAGE OCCURRED WHICH WAS PROPERLY CONTAINED  CLEANED UP AND DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-1976060506,MC LEAN TRUCKING COMPANY,,WASHINGTON,DC,05/26/1976,,1,LGA,NA1760,COMPOUNDS  CLEANING LIQUID,CORROSIVE MATERIAL,0,0,0,0,OXFORD CHEMICALS INC,CHARLOTTE,NORTH CAROLINA,Highway,,,,30,LGA,1,1,,,,,,,Chime,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-2003071574,GRIFFITH ENERGY SERVICES  INC.,2900 14TH STREET NW,WASHINGTON,DC,06/17/2003,1245,3,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,3,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,2700,LGA,1,1,,,,,,,,,,DURING DELIVERY  AN OUTAGE OCCURRED DUE TO  IMPROPER PIPING.  THE CONSIGNEE TOOK RESPONSIBILITY FOR ALL CLEAN UP AND DISPOSAL.,No,No,No,No,No,No,No,No,No
Paper,No,I-1997020493,GRIFFITH ENERGY SERVICES  INC.,429 N STREET NW,WASHINGTON,DC,02/07/1997,1600,20,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,365,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,7000,LGA,1,1,,,,,,,,,,DRIVER WAS FILLING TANK AND FAILED TO PROPERLY MEASURE AND GAUGE THE OST. HE OVERFILLED THE TANK CAUSING ABOUT 20 GALLONS OF OIL TO LEAK OUT OF THE VENT LINE.  THE SPILL WAS CONTAINER AND CLEANED UP.,No,No,No,No,No,No,No,No,No
Paper,No,I-1998030071,HAHN TRANSPORTATION  INC.,1201 PENNSYLVANIA AVENUE SW,WASHINGTON,DC,02/13/1998,2315,20,LGA,UN1203,GASOLINE INCLUDES GASOLINE MIXED WITH ETHYL ALCOHOL  WITH NOT MORE THAN 10% ALCOHOL,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,25,EXXON MOBIL CORPORATION,NEWINGTON,VIRGINIA,Highway,,,,9400,LGA,1,1,,,,,,,,,Overfilled,DRIVER WAS MAKING A DELIVERY TO  A STATION THAT HAD A REMOTE FILL. AFTER THE DRIVER STUCK THE TANKS HE FAILED TO SNAP THE LID BACK DOWN TIGHT. THE GASOLINE STARTED TO BUBBLE BACK OUT THE TANK. DRIVER ERROR.,No,No,No,No,No,No,No,No,No
Paper,No,I-1980090189,YELLOW FREIGHT SYSTEM INC,,WASHINGTON,DC,08/12/1980,,0,,UN2672,AMMONIA SOLUTION  RELATIVE DENSITY BETWEEN 0.880 AND 0.957 AT 15 DEGREES C IN WATER  WITH MORE THAN 10 PERCENT BUT NOT MORE THAN 35 PERCENT AMMONIA,CORROSIVE MATERIAL,0,0,0,0,JONES CHEMICALS INC,LAKEVILLE,MINNESOTA,Highway,,,,4,LGA,5,1,,,1,LGA,20,4,,,Loose Closure  Component  or Device,,No,No,No,No,No,No,No,No,No
Paper,No,I-1979020152,PRESTON TRUCKING COMPANY  INC.,,WASHINGTON,DC,01/29/1979,,0,,NA1760,WATER TREATMENT COMPOUNDS  LIQUID,CORROSIVE MATERIAL,0,0,0,0,MOGUL CORPORATION,CHAGRIN FALLS,OHIO,Highway,,,,55,LGA,1,1,,,,,,,,Punctured,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1978030876,MATLACK INC,,WASHINGTON,DC,02/01/1978,,50,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,GULF SHORES ENVIRONMENTAL LLC,FAIRFAX,VIRGINIA,Highway,,,,8200,LGA,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1990110402,GRIFFITH ENERGY SERVICES  INC.,620 22ND ST NW,WASHINGTON,DC,11/09/1990,0615,20,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,270,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,7000,LGA,1,1,,,,,,,,,Overfilled,DRIVER DID NOT PAY ATTENTION TO DELIVERY INSTRUCTIONS.  CUSTOMER ORDERED 6000 GALLONS  DRIVER DELIVERED 6700 GALLONS PRIOR TO OVERFILL.  DRIVER SUSPENDED FOR 3 DAYS DUE TO HIS NEGLIGENT ACT.,No,No,No,No,No,No,No,No,No
Paper,No,I-1979060866,MC LEAN TRUCKING COMPANY,,WASHINGTON,DC,06/05/1979,,0,,UN2794,BATTERIES  WET  FILLED WITH ACID  ELECTRIC STORAGE,CORROSIVE MATERIAL,0,0,0,0,GLOBE-UNION INC,LOUISVILLE,KENTUCKY,Highway,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Web,No,E-2007100201,GRIFFITH ENERGY SERVICES  INC.,535 MELLON ST,WASHINGTON,DC,07/28/2007,0731,1,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,GRIFFITH ENERGY SERVICES  INC.,HYATTSVILLE,MARYLAND,Highway,,Metal,IBC,550,LGA,1,1,,,,,,,Vent,Leaked,Overfilled,DRIVER MADE DELIVERY AND OVERFILL OCCURED CAUSING OIL TO BLOW OUT OF VENT ONTO PROPERTY. SERVICE WAS DISPATCHED OUT USED SORBENT MATERIALS TO PROPERLY CLEAN  CONTAIN AND DISPOSE OF OIL SPILL.,No,No,No,No,No,No,No,No,No
Paper,No,I-1985060443,PRESTON TRUCKING COMPANY  INC.,,WASHINGTON,DC,05/08/1985,,0,,UN1198,FORMALDEHYDE SOLUTION (FLASH POINT NOT MORE THAN 141 DEG F.; IN CONTAINERS OF 110 GALLONS OR LESS),MISCELLANEOUS HAZARDOUS MATERIAL,0,0,0,0,FISHER SCIENTIFIC COMPANY,SILVER SPRING,MARYLAND,FREIGHT FORWARDER,,,,25,LGA,2,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1985020014,BALTIMORE TANK LINES INC,,WASHINGTON,DC,01/26/1985,,25,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,6121,LGA,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1975070751,MC LEAN TRUCKING COMPANY,,WASHINGTON,DC,07/01/1975,,0,,NA1760,COMPOUNDS  CLEANING LIQUID,CORROSIVE MATERIAL,0,0,0,0,W.M. BARR & COMPANY  INC.,MEMPHIS,TENNESSEE,Highway,,,,,,,,,,1,LGA,,1,,,,,No,No,No,No,No,No,No,No,No
Web,No,E-2006040068,GRIFFITH ENERGY SERVICES  INC.,1601 K STREET,WASHINGTON,DC,03/29/2006,1007,10,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,GRIFFITH ENERGY SERVICES  INC.,HYATTSVILLE,MARYLAND,Highway,,Metal,IBC,487,LGA,1,1,,,,,,,Fill Hole,Leaked,Overfilled,WE MADE DELIVERY TO GENERATOR TANK UNDER ONSITE ENGINEER'S SUPERVISION AND OVERFILL OCCURRED. FIRE DEPARTMENT WAS ONSITE AND CLEARED US OF ANY WORNG DOING. CUSTOMER CALLING PROFESSIONAL REMEDIATION COMPANY TO HAVE OIL SPILL CLEANED  CONTAINED AND DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-2006030318,CARROLL INDEPENDENT FUEL  LLC,4200 HAREWOOD RD. N.E.,WASHINGTON,DC,09/09/2005,0900,25,LGA,NA1993,FUEL OIL (NO. 1  2  4  5  OR 6),FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,CARROLL INDEPENDENT FUEL  LLC,BALTIMORE,MARYLAND,Highway,NO MARKINGS,,,,,,,,,,,,,Fill Hole,Leaked,Inadequate Maintenance,THE DRIVER WAS DELIVERING HIGH SULPHER DIESEL TO A 1 000 UST.  THE DRIVER WAS TOLD THAT ALL THE PRODUCT WOULD FIT  AFTER INVESTIGATION WE WERE INFORMED THE HIGH LEVEL ALARM WAS MALFUNCTIONING.  THERE WAS A RLEASE OF 15-25 GALLONS THAT WAS CONTAINED IN THE GENERATOR ROOM.  THERE WAS NO RUN-OFF INTO ANY STORM DRAINS.  MDE WAS CONTACTED.,No,No,No,No,No,No,No,No,No
Paper,No,I-2008090128,FEDERAL EXPRESS CORPORATION,1501 ECKINGTON PLACE NE,WASHINGTON,DC,08/15/2008,1125,0.440925,SLB,,,,0,0,0,0,CHATTEM  INC.,CHATTANOOGA,TENNESSEE,Air,,Fiberboard,Box,3.968321,SLB,1,1,Plastic,Bottle,0.30,SLT,6,1,Inner Receptacle,Leaked,Defective Component or Device,THE PACKAGE WAS NOTICED LEAKING IN THE COURIER VAN WHEN DELIVERING.  THE RECIPIENT ACCEPTED THE PACKAGE AT THAT TIME AND THE SPILL WAS CLEANED UP INSIDE THE VAN.  IT WAS MINOR AS MOST LIQUID WAS STILL IN BOX.  EACH INNER BOTTLE WAS WRAPPED IN BUBBLE WRAP.  THE PRODUCT WAS A SUNSCREEN.,No,No,No,No,No,No,No,No,No
Paper,No,I-1977070864,PRESTON TRUCKING COMPANY  INC.,,WASHINGTON,DC,07/12/1977,,0,,NA1760,COMPOUNDS  CLEANING LIQUID,CORROSIVE MATERIAL,0,0,0,0,RYCOLINE SOLVENT & CHEMICAL,CLIFTON,NEW JERSEY,Highway,,,,55,LGA,5,1,,,55,LGA,5,1,,,Defective Component or Device,,No,No,No,No,No,No,No,No,No
Paper,No,I-1990010438,GRIFFITH CONSUMERS CO,,WASHINGTON,DC,12/27/1989,,1,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,GRIFFITH CONSUMERS CO,CHEVERLY,MARYLAND,Highway,,,,4200,LGA,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1983110396,COLONIAL METROPOLITAN FUEL CO.,,WASHINGTON,DC,10/18/1983,,25,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,COLONIAL METROPOLITAN FUEL CO.,BETHESDA,MARYLAND,Highway,,,,,,1,1,,,,,,,Auxiliary Valve; Piping or Fittings,; ,Defective Component or Device; ,,No,No,No,No,No,No,No,No,No
Paper,No,I-1974060001,MOTOR FREIGHT EXPRESS INC,,WASHINGTON,DC,05/24/1974,,0,,UN1263,PAINT RELATED MATERIAL INCLUDING PAINT THINNING  DRYING  REMOVING  OR REDUCING COMPOUND,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,PIERCE & STEVENS CHEMICAL CORP,BUFFALO,NEW YORK,Highway,,,,5,LGA,5,1,,,,,,,,Punctured,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1979070928,YELLOW FREIGHT SYSTEM INC,,WASHINGTON,DC,06/25/1979,,5,LGA,NA1142,COMPOUND  LACQUER  PAINT  OR VARNISH  REMOVING  REDUCING  OR THINNING  LIQUID,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,PPG INDUSTRIES  INC.,ATLANTA,GEORGIA,Highway,,,,55,LGA,1,1,,,,,,,Basic Material,,,,No,No,No,No,No,No,No,No,No
